                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                       1                                     1138                  1.0000000000000000E+001                  2.0000000000000000E-002                  3.1622776601683819E+002                  3.1622776601683819E+002                  2.5320808325510912E+004                  5.7419364141558108E+003                  3.9430555406411334E+000                 -5.2220480534220926E+000                  6.9893620607513551E-001                  3.4811314943975468E-007                  2.8051078980919114E-001                  6.8751605626291202E-005                  5.0095708746424267E-003                  9.2845492890436636E-003                  2.0994599496976362E-003                  1.0000000000000000E+001                  0.0000000000000000E+000                  6.9967040738207338E+000                  1.8986430982813343E-004                  2.8013200240261975E+000                  2.3531230219574640E-002                  2.2977364305665889E-002                  9.3379600985895150E-002                  2.0994599496976452E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999989242898E+000                  3.9343534188649469E+000                  9.9999999879937338E+000                  3.9164285161809422E+000                  2.4790364546114222E+004                  1.0367839505721895E+005                  1.7415727515453890E+007                  6.4166081712930873E+003                  6.4166081712930873E+003                  3.4877879496057545E-031                  4.4778817078851040E+002                  5.0000000000000000E+001                  1.0000000000000000E+003                  9.9795632690646381E+009                                  "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-macos-20.3.2"                                 "CRMATH"                               "20200327" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                       1                  1.0000000000000000E+001                  5.9583289445189025E-001                  4.4055472076371460E+000                 -8.8650862195687505E+000                  3.7390051237962898E+000                  7.0000000000000018E-001                  2.8000000000000008E-001                  1.9999999999999796E-002 
                                       2                  9.9999999999899991E+000                  5.9580851147489666E-001                  4.4088998528696344E+000                 -8.8428259594004732E+000                  3.7622950360586644E+000                  7.0000000000000018E-001                  2.8000000000000008E-001                  1.9999999999999796E-002 
                                       3                  9.9999999999837001E+000                  5.9579391595815567E-001                  4.4114718072451202E+000                 -8.8266267147897981E+000                  3.7794816734088541E+000                  7.0000000000000018E-001                  2.8000000000000008E-001                  1.9999999999999796E-002 
                                       4                  9.9999999999774012E+000                  5.9577985343605833E-001                  4.4133873621425028E+000                 -8.8149994851781912E+000                  3.7919411221792640E+000                  7.0000000000000018E-001                  2.8000000000000008E-001                  1.9999999999999796E-002 
                                       5                  9.9999999999742517E+000                  5.9577300742879546E-001                  4.4146581418317661E+000                 -8.8074815665903046E+000                  3.8000536749036629E+000                  7.0000000000000018E-001                  2.8000000000000008E-001                  1.9999999999999796E-002 
                                       6                  9.9999999999711005E+000                  5.9576627859503140E-001                  4.4165545341490660E+000                 -8.7965350593870415E+000                  3.8119459794865094E+000                  7.0000000000000018E-001                  2.8000000000000014E-001                  1.9999999999999685E-002 
                                       7                  9.9999999999648015E+000                  5.9575315499257364E-001                  4.4192175620354615E+000                 -8.7816569380531071E+000                  3.8282566845027848E+000                  7.0000000000000018E-001                  2.8000000000000008E-001                  1.9999999999999796E-002 
                                       8                  9.9999999999577156E+000                  5.9573888681338127E-001                  4.4213110017929429E+000                 -8.7703275043238342E+000                  3.8407882115167262E+000                  7.0000000000000018E-001                  2.8000000000000008E-001                  1.9999999999999796E-002 
                                       9                  9.9999999999541700E+000                  5.9573193591476037E-001                  4.4226974475483614E+000                 -8.7630007488483752E+000                  3.8489465977765707E+000                  7.0000000000000018E-001                  2.8000000000000008E-001                  1.9999999999999796E-002 
                                      10                  9.9999999999506262E+000                  5.9572510097206899E-001                  4.4247630708863888E+000                 -8.7523304413392129E+000                  3.8609045648241569E+000                  7.0000000000000018E-001                  2.8000000000000014E-001                  1.9999999999999685E-002 
